word,definition,lvl1,lvl2,lvl3,entity_type,context_tag
เจ้าดารารัศมี,พระนามเจ้านายฝ่ายเหนือในประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
พระราชวังบวรสถานมงคล,เขตพระราชฐานสำคัญในกรุงรัตนโกสินทร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,place,historical_spatial
สายน้ำ,ทางน้ำหรือแม่น้ำในเชิงภูมิศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
กระทุ้ง,เครื่องมือหรืออาวุธประเภทแทง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ปารวตี,เทพีในศาสนาฮินดู,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
สมมุติเทพ,การแต่งตั้งให้บุคคลเป็นเทพในพิธีกรรม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,deity,ritual_belief
ทำพิธี,การปฏิบัติตามขั้นตอนพิธีกรรม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
อุณรุท,ตัวละครหลักในวรรณคดีเรื่องรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พี่เลี้ยง,ผู้ดูแลหรือให้คำแนะนำในสังคม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
หางนกยูง,ลวดลายหรือเครื่องประดับรูปหางนกยูง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ค้าขาย,กิจกรรมทางเศรษฐกิจในการแลกเปลี่ยนสินค้า,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
เสนียดจัญไร,สิ่งอัปมงคลหรือความเชื่อเรื่องโชคร้าย,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
ช่อดอกไม้,ดอกไม้ที่จัดเป็นช่อสำหรับพิธีกรรมหรือการแสดง,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
ขบวนแห่,การเคลื่อนที่ของกลุ่มคนหรือสิ่งของในงานพิธีหรือเทศกาล,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
เขาไกรลาส,ภูเขาศักดิ์สิทธิ์ในคติฮินดูและพุทธแบบไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
จำแลง,การแปลงกายหรือเปลี่ยนรูปลักษณ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
หยอกล้อ,การพูดหรือกระทำเพื่อให้เกิดความสนุกสนาน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
ลาวครั่ง,กลุ่มชาติพันธุ์ในภาคตะวันออกเฉียงเหนือของไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
ยักษิณี,ยักษ์เพศหญิงในตำนานและวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
จนตาย,การแสดงความเคารพด้วยการหมอบราบ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
เบิกโรง,การแสดงเบื้องต้นในงานมหรสพ,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
การร่อนแร่,วิธีการแยกแร่ด้วยน้ำ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
แตกทัพ,การถอยทัพอย่างไม่เป็นระเบียบ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
อาวุธ,เครื่องมือสำหรับใช้ในการต่อสู้,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ผู้แสดงฝ่ายชาย,นักแสดงเพศชายในการแสดงนาฏศิลป์,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,รัชกาลที่ 5 แห่งราชวงศ์จักรี,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
เชิงบันได,ส่วนล่างของบันไดที่ติดกับพื้น,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
สะเดาะเคราะห์,พิธีขับไล่สิ่งชั่วร้ายตามความเชื่อ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
วสันตฤดู,ฤดูใบไม้ผลิในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เมืองขีดขิน,เมืองในตำนานหรือวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เบญกาย,อมนุษย์หรือสัตว์ในตำนาน,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เพลงเร็ว,ทำนองเพลงที่มีจังหวะเร็ว,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
พลวานร,กองทัพลิงในวรรณคดีรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ท้าวสัทธาสูร,ยักษ์ในวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
บุปเพสันนิวาส,เพลงไทยเดิมที่มีทำนองไพเราะ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
พระพาย,เทวดาผู้ดูแลลมในความเชื่อไทย,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
กะลา,เครื่องดนตรีไทยประเภทกระทบ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
อินทรชิต,ยักษ์ในวรรณคดีรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
บรรพต,ภูเขาในวรรณคดีหรือตำนาน,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ดินดาล,เครื่องดนตรีไทยประเภทตี,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
ทำนองเพลง,ลักษณะของเสียงเพลง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ขนเพชร,อาวุธในวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ธิเบศร์,ชื่อตัวละครในวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
สะเดาะ,การแก้เคล็ดหรือขจัดปัดเป่าสิ่งไม่ดีตามความเชื่อ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
สิบแปดมงกุฎ,กลุ่มตัวละครสำคัญในวรรณคดีไทย เช่น ในเรื่องรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ข้าหลวง,ตำแหน่งข้าราชการในระบบราชการไทยสมัยโบราณ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ไม้สั้น,อาวุธไทยประเภทหนึ่งที่มีลักษณะเป็นแท่งไม้ขนาดสั้น,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ไทยจักรี,ชื่อเรียกยุคสมัยในประวัติศาสตร์ไทยสมัยรัตนโกสินทร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
ต้นขา,ตำแหน่งหัวหน้าหมู่บ้านหรือชุมชนในระบบการปกครองท้องถิ่นแบบดั้งเดิม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ปัดเป่า,พิธีกรรมเพื่อขับไล่สิ่งชั่วร้ายตามความเชื่อ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
การสอน,วิธีการถ่ายทอดความรู้ในระบบการศึกษาแบบดั้งเดิม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
แหล่งน้ำ,พื้นที่ทางธรรมชาติที่มีน้ำเป็นองค์ประกอบสำคัญในชุมชน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
ศุภลักษณ์,ลักษณะอันเป็นมงคลในศิลปะและวัฒนธรรมไทย,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
เพลงชำนาญ,ประเภทเพลงไทยเดิมที่มีท่วงทำนองเฉพาะ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
แควน้อย,ชื่อลำน้ำหรือพื้นที่ทางภูมิศาสตร์ในบางท้องถิ่น,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
พระไวย,ตัวละครในวรรณคดีหรือตำนานไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
มือซ้าย,ตำแหน่งนักดนตรีในวงดนตรีไทยแบบดั้งเดิม,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
อินเดีย,ประเทศที่มีอิทธิพลต่อวัฒนธรรมและศาสนาในไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
สากตำข้าว,เครื่องมือใช้ตำข้าวทำจากไม้หรือหิน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
พระแพง,พระพุทธรูปสำคัญของล้านนา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
ธงไทย,สัญลักษณ์ประจำชาติไทย,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
พระคเณศ,เทพเจ้าในศาสนาฮินดูที่มีเศียรเป็นช้าง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
นางโรย,ตัวละครหญิงในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
รับสั่ง,คำพูดของพระมหากษัตริย์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ละครพันทาง,รูปแบบการแสดงละครไทยแบบผสม,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
อุษา,เทพธิดาแห่งรุ่งอรุณในวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
พืชพรรณ,พันธุ์ไม้ต่างๆ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
ทำนอง,แนวทางหรือแบบแผนของเสียงดนตรี,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ธัญญาหาร,อาหารที่ทำจากธัญพืช,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ชาวเหนือ,คนที่อาศัยอยู่ในภาคเหนือของไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
พญาทูษณ์,ตัวละครในวรรณคดีรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พระเอก,ตัวละครชายหลักในบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เทพธิดา,เทวีหรือนางฟ้าในความเชื่อ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ไทยจีน,กลุ่มคนเชื้อสายจีนในประเทศไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
ปัตตานี,จังหวัดในภาคใต้ของประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
ขับร้อง,การร้องเพลงหรือบทกวี,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ผู้มีพระคุณ,บุคคลที่ทำคุณประโยชน์ให้,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
บริวาร,ผู้ติดตามหรือคนรับใช้,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
กุณฑล,ตุ้มหูหรือเครื่องประดับหู,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
พระสังข์,หอยสังข์ที่ใช้ในพิธีกรรม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
กระทบไม้,เครื่องดนตรีประเภทเคาะ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
ริมแม่น้ำ,พื้นที่ติดกับแม่น้ำ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,place,historical_spatial
ออกเดินทาง,เริ่มต้นการเดินทาง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
มเหสี,พระอัครมเหสีของพระมหากษัตริย์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
การขับร้อง,ศิลปะการร้องเพลง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
เพลงชาวไทย,เพลงพื้นบ้านของไทย,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ตารีกีปัส,ชื่อสถานที่ในวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
งานประติมากรรม,ศิลปะการสร้างรูปสามมิติ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
ชาวพื้นเมือง,กลุ่มคนที่อาศัยในพื้นที่หนึ่งมาเป็นเวลานาน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,place,community_life
จิตรกรรม,ศิลปะการวาดภาพ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
นครราชสีมา,จังหวัดหนึ่งในประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
แหลมมลายู,พื้นที่ทางภูมิศาสตร์ในเอเชียตะวันออกเฉียงใต้,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
พระพี่เลี้ยง,บุคคลที่ทำหน้าที่ดูแลและให้คำแนะนำ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ดวงแก้ว,วัตถุที่มีความสวยงามและมีค่า,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
กราววีรชัยลิง,บทเพลงที่ใช้ในพิธีกรรมหรือการแสดง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
สะล้อ,เครื่องดนตรีประเภทสาย,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
สกลนคร,จังหวัดหนึ่งในประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
กลองสะบัดชัย,เครื่องดนตรีประเภทกลอง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
มุสลิม,ผู้ที่นับถือศาสนาอิสลาม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
ชั้นเดียว,ลักษณะของสิ่งก่อสร้างที่มีเพียงชั้นเดียว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
พระศิวะ,เทพเจ้าในศาสนาฮินดู,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
กรุงลงกา,เมืองในวรรณคดีรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ต่อสู้,การปะทะหรือแข่งขันกัน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
สมทบ,การเข้าร่วมหรือเสริมกำลัง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ทัพหน้า,กองกำลังส่วนหน้าของกองทัพ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
ฟาดฟัน,การต่อสู้หรือปะทะกันอย่างรุนแรง,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
เต้นสาก,การละเล่นพื้นบ้านที่ใช้ไม้สาก,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
บอกทาง,การให้คำแนะนำหรือนำทาง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
การตีกลอง,การบรรเลงเครื่องดนตรีประเภทกลอง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
นางรื่น,ตัวละครหญิงในวรรณคดีหรือการแสดง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ย่านาง,พืชสมุนไพรหรือตัวละครในตำนาน,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ช้างเอราวัณ,ช้างสามเศียรในตำนานเทพเจ้า,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
กราบทูล,การรายงานหรือถวายคำแนะนำต่อผู้สูงศักดิ์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
สมรภูมิ,พื้นที่การรบหรือสงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
หมดแรง,สภาพที่ไม่มีกำลังหรือพลังงานเหลือ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
