word,definition,lvl1,lvl2,lvl3,entity_type,context_tag
เพลงดวงจันทร์ขวัญฟ้า,บทเพลงที่มีเนื้อหาเกี่ยวกับดวงจันทร์และฟ้า,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
หอกโมกขศักดิ์,อาวุธจำลองที่ใช้ในการแสดงหรือพิธีกรรม,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
รูปทอง,รูปปั้นหรือวัตถุที่ทำด้วยทองคำ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
พระจันทร์,ดวงจันทร์ที่มีความสำคัญทางวัฒนธรรมและคติความเชื่อ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
นางสีดา,ตัวละครในวรรณคดีรามเกียรติ์ ภรรยาของพระราม,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ผ้าไหม,ผ้าที่ทอจากเส้นไหม มีความละเอียดและสวยงาม,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
พระลาน,ลานหน้าพระที่นั่งหรือสถานที่สำคัญทางวัฒนธรรม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,place,historical_spatial
อัญมณี,วัสดุที่มีค่าและสวยงาม เช่น เพชร หยก,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
ข้าศึก,ผู้ที่เป็นศัตรูหรือคู่ต่อสู้,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ขบวนแห่,การนำพาหรือแสดงขบวนเพื่อเฉลิมฉลองหรือแสดงความเคารพ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
เขาไกรลาส,ภูเขาในคติพราหมณ์-ฮินดูที่เชื่อว่าเป็นที่สถิตของพระศิวะ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
จำแลง,การแปลงร่างหรือเปลี่ยนรูปลักษณ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
หยอกล้อ,การพูดจาเล่นสนุกหรือล้อเลียนอย่างไม่รุนแรง,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
ลาวครั่ง,การร้องเพลงหรือขับร้องแบบพื้นบ้านของชาวลาว,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ยักษิณี,ตัวละครในวรรณคดีที่มีลักษณะเป็นหญิงยักษ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
จนตาย,การสิ้นชีวิตหรือการตาย,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
เบิกโรง,การเริ่มต้นการแสดงหรือการแข่งขัน,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
การร่อนแร่,กระบวนการคัดแยกแร่จากก้อนหินหรือดิน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
แตกทัพ,การแตกแยกหรือพ่ายแพ้ของกองทัพ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
อาวุธ,เครื่องมือหรืออุปกรณ์ที่ใช้ในการต่อสู้หรือป้องกันตัว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ผู้แสดงฝ่ายชาย,นักแสดงที่รับบทบาทเป็นตัวละครชายในละครหรือการแสดง,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,พระมหากษัตริย์แห่งราชวงศ์จักรี รัชกาลที่ 5,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
เชิงบันได,ส่วนที่เป็นขั้นบันไดหรือทางขึ้นลง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
สะเดาะเคราะห์,การขจัดหรือปัดเป่าสิ่งไม่ดีหรือความโชคร้าย,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
ชาติพันธุ์,กลุ่มคนที่มีความสัมพันธ์ทางสายเลือดหรือวัฒนธรรมร่วมกัน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
รับใช้,การให้บริการหรือทำงานให้กับผู้อื่น,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
พระบรมราชชนนีพับปีหลวง,สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ พระบรมราชชนนีพันปีหลวง,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ร่มพระบารมี,สัญลักษณ์ของความคุ้มครองและความศักดิ์สิทธิ์ของพระมหากษัตริย์,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
โคมเวียน,โคมที่ใช้ในการประดับตกแต่งในงานพิธีกรรมหรือเทศกาลดั้งเดิม,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
นายแก้ว,ตัวละครในวรรณคดีไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
แปลงตัว,การเปลี่ยนแปลงรูปลักษณ์หรือบทบาทของตัวละครในวรรณคดีหรือการแสดง,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
พระตำหนัก,อาคารหรือสถานที่ที่ใช้สำหรับพักผ่อนหรือประทับของพระมหากษัตริย์,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,material_culture
พระลอ,ตัวละครในวรรณคดีไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พระนารายณ์,พระเจ้าผู้เป็นพระเจ้าแห่งความยุติธรรมและผู้คุ้มครองโลกในศาสนาฮินดู,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เพลงหญิงไทยใจงาม,เพลงที่บรรยายถึงความงามและความดีของผู้หญิงไทย,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ศูรปนขา,ตัวละครในวรรณคดีไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เครื่องประดับ,วัตถุที่ใช้ประดับตกแต่งร่างกายเพื่อความสวยงาม,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ทิพยวิมาน,สถานที่ในสวรรค์ที่เป็นที่อยู่ของเทวดาและสิ่งศักดิ์สิทธิ์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
การทำขวัญ,พิธีกรรมที่ทำเพื่อเสริมสร้างกำลังใจและความมั่นใจ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
ชั้นเชิง,ลำดับชั้นหรือระดับของบุคคลหรือสิ่งของ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม,ฐานันดรศักดิ์และระบบเครือญาติ,concept,general
เสียงดนตรี,เสียงที่เกิดจากเครื่องดนตรีหรือการร้องเพลง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
เจ้าดารารัศมี,ตัวละครในวรรณคดีไทย พระสนมเอกของพระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัว,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พระราชวังบวรสถานมงคล,พระราชวังที่สร้างขึ้นในรัชสมัยพระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัว,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,place,historical_spatial
สายน้ำ,ลำน้ำหรือทางน้ำที่ไหลผ่านพื้นที่ต่างๆ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
กระทุ้ง,การตีหรือกระทุ้งเครื่องดนตรีเพื่อให้เกิดเสียง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ปารวตี,เทวีในศาสนาฮินดู ภรรยาของพระศิวะ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
สมมุติเทพ,ตัวละครที่ถูกสร้างขึ้นในวรรณคดีหรือเรื่องเล่า,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ทำพิธี,การประกอบพิธีกรรมหรือการปฏิบัติตามความเชื่อ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
อุณรุท,ตัวละครในวรรณคดีไทย พระอนุชาของพระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัว,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พี่เลี้ยง,ผู้ที่ดูแลหรือเลี้ยงดูเด็ก,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
หางนกยูง,ส่วนของนกยูงที่มีลักษณะเป็นหางยาวและสวยงาม,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ค้าขาย,การแลกเปลี่ยนสินค้าหรือบริการเพื่อการค้า,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
เสนียดจัญไร,การกล่าวร้ายหรือใส่ร้ายป้ายสี,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
ช่อดอกไม้,ช่อหรือกลุ่มของดอกไม้ที่ถูกจัดเรียงไว้ด้วยกัน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
วสันตฤดู,ชื่อฤดูใบไม้ผลิในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เมืองขีดขิน,ชื่อเมืองในวรรณคดีไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
เบญกาย,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เพลงเร็ว,ประเภทของบทเพลงที่มีจังหวะเร็ว,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
พลวานร,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ท้าวสัทธาสูร,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
บุปเพสันนิวาส,ชื่อเรื่องในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พระพาย,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
กะลา,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
อินทรชิต,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
บรรพต,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ดินดาล,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ทำนองเพลง,ลักษณะทางดนตรีของบทเพลง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ขนเพชร,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ธิเบศร์,ชื่อตัวละครในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
สากตำข้าว,เครื่องมือสำหรับการตำข้าวในอดีต,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
พระแพง,พระพุทธรูปที่มีขนาดใหญ่และมีค่า,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
ธงไทย,ธงประจำชาติไทยที่มีสีน้ำเงินและขาว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
พระคเณศ,เทพเจ้าในศาสนาฮินดูที่มีศีรษะเป็นช้าง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
นางโรย,ตัวละครในวรรณคดีไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
รับสั่ง,คำสั่งหรือคำแนะนำจากผู้มีอำนาจสูง,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
ละครพันทาง,ละครที่มีเนื้อเรื่องซับซ้อนและหลากหลาย,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
อุษา,เทพธิดาแห่งรุ่งอรุณในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
พืชพรรณ,กลุ่มพืชที่มีความหลากหลายทางชีวภาพ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
ทำนอง,รูปแบบของเสียงดนตรีที่มีลักษณะเฉพาะ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ธัญญาหาร,อาหารที่ทำจากธัญพืช,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ชาวเหนือ,กลุ่มคนที่อาศัยอยู่ในภาคเหนือของประเทศไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
พญาทูษณ์,ตัวละครในวรรณคดีไทยที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พระเอก,ตัวละครหลักในวรรณคดีหรือละครที่มีบทบาทสำคัญ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เทพธิดา,ตัวละครในวรรณคดีหรือเทวปกรณ์ที่มีบทบาทเป็นเทพเจ้าหญิง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
มวยไทย,ศิลปะการต่อสู้แบบดั้งเดิมของไทย,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
จับระบำ,การร่ายรำแบบดั้งเดิมของไทย,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
ไตรรงค์,ชื่อของบทเพลงหรือทำนองดนตรีไทย,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
พระราม,ตัวละครหลักในวรรณคดีรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,ramakien
คู่ใจ,คำที่ใช้เรียกสิ่งที่มีความหมายทางจิตใจหรือความรู้สึก,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
การุณราช,ชื่อของตัวละครในวรรณคดีหรือพิธีกรรม,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พุทธศตวรรษ,ยุคสมัยที่นับจากปีที่พระพุทธเจ้าปรินิพพาน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
แสงจันทร์,แสงที่เกิดจากดวงจันทร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
เทือกเขาภูพาน,เทือกเขาที่ตั้งอยู่ในภาคตะวันออกเฉียงเหนือของประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
แม่ฮ่องสอน,จังหวัดในภาคเหนือของประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
ทับทิม,ชื่อของผลไม้ที่มีสีแดงและรสหวาน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
หมากกั๊บแก๊บ,ชื่อของเกมพื้นบ้านที่เล่นด้วยเมล็ดพืช,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
วิรุญมุข,ชื่อของตัวละครในวรรณคดีหรือพิธีกรรม,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เจ้าเซ็น,ชื่อของตัวละครในวรรณคดีหรือพิธีกรรม,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ภาชนะดินเผา,ภาชนะที่ทำจากดินเผา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
สะเดาะ,การขจัดสิ่งชั่วร้ายหรือสิ่งไม่ดีออกจากบ้านหรือสถานที่,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
สิบแปดมงกุฎ,ตัวละครในวรรณคดีไทยที่มีความฉลาดและมีความสามารถในการหลอกลวง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ข้าหลวง,ข้าราชการหรือผู้ที่ได้รับการแต่งตั้งจากพระมหากษัตริย์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ไม้สั้น,อาวุธหรือเครื่องมือที่มีขนาดสั้น เช่น ไม้เท้า ไม้กระบอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ไทยจักรี,ชื่อของราชวงศ์ที่ปกครองประเทศไทยตั้งแต่ปี พ.ศ. 2325 จนถึงปัจจุบัน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
ต้นขา,ส่วนของร่างกายที่อยู่ระหว่างสะโพกและเข่า,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
ปัดเป่า,การขจัดสิ่งชั่วร้ายหรือสิ่งไม่ดีออกจากบ้านหรือสถานที่,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
การสอน,กระบวนการถ่ายทอดความรู้หรือทักษะจากผู้รู้ไปยังผู้เรียน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
