word,definition,lvl1,lvl2,lvl3,entity_type,context_tag
ระบำโบราณคดี,ชุดการแสดงระบำที่ประดิษฐ์ขึ้นใหม่โดยอาศัยหลักฐานจากโบราณวัตถุและโบราณสถาน,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
เกียรติศักดิ์ไทย,ชื่อเพลงไทยสากลที่มีเนื้อหาปลุกใจและเชิดชูเกียรติของความเป็นไทย,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
โรงละครแห่งชาติ,สถานที่สำหรับจัดการแสดงนาฏศิลป์และดุริยางคศิลป์ในความดูแลของรัฐ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,performance,performing_arts
ทศกัณฐ์,ตัวละครเอกฝ่ายยักษ์ในเรื่องรามเกียรติ์ มีสิบหน้ายี่สิบมือ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,ramakien
โบราณสถาน,อสังหาริมทรัพย์ซึ่งโดยอายุหรือโดยลักษณะแห่งการก่อสร้างเป็นประโยชน์ในทางศิลปะ ประวัติศาสตร์ หรือโบราณคดี,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,สถาปัตยกรรมและพุทธศิลป์,ศาสนสถานและปูชนียวัตถุ,artifact,historical_spatial
เพลงดวงจันทร์ขวัญฟ้า,หนึ่งในเพลงรำวงมาตรฐานที่ใช้ประกอบการรำวง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
หอกโมกขศักดิ์,อาวุธวิเศษของกุมภกรรณในเรื่องรามเกียรติ์,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
รูปทอง,ลักษณะกายที่มีสีเหลืองทองอร่าม มักใช้บรรยายตัวละครสำคัญในวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พระจันทร์,เทพเจ้าประจำดาวนพเคราะห์ หรือดวงเดือนในคติความเชื่อไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
นางสีดา,ตัวละครเอกฝ่ายหญิงในเรื่องรามเกียรติ์ เป็นชายาของพระราม,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ผ้าไหม,ผ้าที่ทอจากเส้นใยของตัวไหม มีความเงางามและเป็นเอกลักษณ์ของไทย,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
พระลาน,พื้นที่ลานกว้างภายในเขตพระราชฐาน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,place,historical_spatial
อัญมณี,หินหรือแร่ที่มีความสวยงามและมีมูลค่า ใช้ทำเครื่องประดับ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
ข้าศึก,ศัตรูหรือฝ่ายตรงข้ามในการทำสงคราม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
ชาติพันธุ์,กลุ่มคนที่มีวัฒนธรรม ขนบธรรมเนียมประเพณี ภาษา และประวัติศาสตร์ร่วมกัน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
รับใช้,การปฏิบัติหน้าที่ปรนนิบัติหรือทำงานตามคำสั่งของผู้มีอำนาจหรือเจ้านาย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
พระบรมราชชนนีพับปีหลวง,พระนามเรียกพระอัครมเหสีในรัชกาลก่อนที่เป็นพระราชมารดาในพระมหากษัตริย์รัชกาลปัจจุบัน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ร่มพระบารมี,การอยู่ภายใต้ความคุ้มครองหรือความเมตตาปรานีของพระมหากษัตริย์,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
โคมเวียน,โคมไฟที่ทำขึ้นเพื่อให้ความร้อนจากเปลวไฟดันให้ตัวโคมหมุนเวียนไปรอบๆ มักใช้ในงานเทศกาล,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
นายแก้ว,ชื่อตัวละครชายที่เป็นมหาดเล็กหรือตัวละครรองในวรรณคดีไทย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
แปลงตัว,การใช้ฤทธิ์เดชหรือกลวิธีเปลี่ยนรูปร่างลักษณะเพื่อพรางตาผู้อื่น,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
พระตำหนัก,ที่ประทับของพระมหากษัตริย์หรือเจ้านายชั้นสูง,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,พื้นที่ทางวัฒนธรรมและสถาบัน,สถานที่จัดแสดงและเขตพระราชฐาน,place,historical_spatial
พระลอ,ตัวละครเอกชายจากวรรณคดีเรื่องลิลิตพระลอ กษัตริย์แห่งเมืองสรวง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พระนารายณ์,หนึ่งในสามเทพเจ้าสูงสุดในศาสนาพราหมณ์-ฮินดู ผู้คุ้มครองโลก,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เพลงหญิงไทยใจงาม,หนึ่งในเพลงรำวงมาตรฐานที่ใช้ประกอบการรำเพื่อความบันเทิง,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ศูรปนขา,ตัวละครยักษ์เพศหญิงในเรื่องรามเกียรติ์ เป็นขนิษฐาของทศกัณฐ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เครื่องประดับ,สิ่งของที่ใช้ตกแต่งร่างกายเพื่อความสวยงามหรือแสดงฐานะ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ทิพยวิมาน,ที่อยู่อันเป็นทิพย์ของเทวดาบนสวรรค์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
การทำขวัญ,พิธีกรรมเพื่อเรียกขวัญให้กลับมาอยู่กับตัวเพื่อความเป็นสิริมงคล,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
มวยไทย,ศิลปะการต่อสู้ป้องกันตัวของไทยที่ใช้ร่างกายเป็นอาวุธ,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
จับระบำ,การแสดงรำที่เป็นชุดหรือเป็นหมู่คณะที่มีความสวยงาม,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
ไตรรงค์,ชื่อเรียกธงชาติไทยที่มีสามสี คือ แดง ขาว และน้ำเงิน,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
พระราม,ตัวละครเอกในวรรณคดีเรื่องรามเกียรติ์ เป็นอวตารของพระนารายณ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,ramakien
คู่ใจ,บุคคลที่ใกล้ชิดและรู้ใจกันมาก มักใช้เรียกเพื่อนสนิทหรือคนรัก,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
การุณราช,ชื่อช้างสำคัญในตระกูลช้างมงคลหรือช้างในวรรณคดี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
พุทธศตวรรษ,ช่วงเวลา 100 ปีตามศักราชทางพุทธศาสนา,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
แสงจันทร์,ชื่อเพลงไทยเดิมหรือทำนองเพลงที่มีความไพเราะอ่อนหวาน,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
เทือกเขาภูพาน,แนวทิวเขาสำคัญในภาคตะวันออกเฉียงเหนือของประเทศไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
แม่ฮ่องสอน,จังหวัดหนึ่งในภาคเหนือของประเทศไทย มีความโดดเด่นทางวัฒนธรรม,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
ทับทิม,อัญมณีสีแดงที่มีค่า หรืออาจหมายถึงผลไม้ชนิดหนึ่ง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
หมากกั๊บแก๊บ,เครื่องดนตรีประเภทเครื่องกระทบพื้นบ้านภาคอีสาน,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
วิรุญมุข,ชื่อตัวละครยักษ์ในเรื่องรามเกียรติ์ เป็นบุตรของวิรุญจำบัง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
เจ้าเซ็น,กลุ่มชาวไทยมุสลิมนิกายชีอะห์ที่มีพิธีกรรมเฉพาะตัว,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
ภาชนะดินเผา,เครื่องใช้ที่ทำจากดินแล้วนำไปเผาให้แข็งตัว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
วสันตฤดู,ฤดูฝน หรือช่วงเวลาที่ฝนตกตามฤดูกาล,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
เมืองขีดขิน,เมืองในวรรณคดีเรื่องรามเกียรติ์ซึ่งเป็นที่อยู่อาศัยของเหล่าพญาวานร,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,place,historical_spatial
เบญกาย,ตัวละครนางยักษ์ในเรื่องรามเกียรติ์ บุตรีของพิเภก ผู้แปลงกายเป็นนางสีดา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เพลงเร็ว,ประเภทของเพลงไทยเดิมที่มีจังหวะกระชับ รวดเร็ว ใช้ประกอบการรำหรือการเคลื่อนที่,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
พลวานร,กองทัพลิงที่เป็นบริวารของพระรามในวรรณคดีเรื่องรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ท้าวสัทธาสูร,ชื่อยักษ์ตนหนึ่งในเรื่องรามเกียรติ์ เป็นเจ้าเมืองอัสดง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
บุปเพสันนิวาส,การเคยอยู่ร่วมกันในชาติปางก่อน ความเชื่อเรื่องคู่ครองที่ถูกกำหนดไว้,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,ระบบความเชื่อและศาสนา,คติทางศาสนาและสิ่งศักดิ์สิทธิ์,deity,ritual_belief
พระพาย,เทพเจ้าแห่งลมในคติพราหมณ์-ฮินดู และเป็นบิดาของหนุมาน,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
กะลา,ส่วนแข็งที่หุ้มเนื้อมะพร้าว ใช้เป็นวัสดุในงานช่างหรือเครื่องใช้,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
อินทรชิต,ตัวละครยักษ์ในเรื่องรามเกียรติ์ บุตรของทศกัณฐ์ ผู้มีฤทธิ์มาก,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
บรรพต,ภูเขา หรือสิ่งก่อสร้างที่มีลักษณะคล้ายภูเขา,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
ดินดาล,ดินที่มีความแข็งมาก มักอยู่ชั้นล่างของผิวดิน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,วัสดุและอัญมณี,วัสดุธรรมชาติและรัตนชาติ,artifact,material_culture
ทำนองเพลง,ลำดับเสียงสูงต่ำที่เรียบเรียงเป็นระเบียบในดนตรี,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ขนเพชร,ขนของหนุมานที่มีความแข็งแกร่งเป็นอมตะตามเนื้อเรื่องในรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ธิเบศร์,ผู้เป็นใหญ่ในหมู่มนุษย์ หรือพระราชา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม,ฐานันดรศักดิ์และระบบเครือญาติ,concept,general
สะเดาะ,พิธีกรรมทางไสยศาสตร์เพื่อทำให้เคราะห์หมดไปหรือหลุดพ้นจากสิ่งไม่ดี,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
สิบแปดมงกุฎ,วานรที่เป็นเทวดาแบ่งภาคมาช่วยพระรามทำศึกในเรื่องรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ข้าหลวง,คนที่ถวายตัวเข้ารับราชการในพระราชสำนักหรือรับใช้เจ้านาย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ไม้สั้น,อาวุธจำลองหรืออุปกรณ์ที่ใช้ในการแสดงกระบี่กระบอง,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ไทยจักรี,ชุดไทยพระราชนิยมสำหรับสตรี ใช้ในงานพิธีตอนค่ำ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
ต้นขา,อวัยวะส่วนขาที่ใช้ในการกำหนดท่าทางหรือการเคลื่อนไหวในนาฏศิลป์,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
ปัดเป่า,การทำพิธีเพื่อขับไล่สิ่งอัปมงคลหรือโรคภัยไข้เจ็บ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,คติความเชื่อและไสยศาสตร์,การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,mythical_being,ritual_belief
การสอน,การถ่ายทอดวิชาความรู้หรือจารีตปฏิบัติในสังคมไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
แหล่งน้ำ,พื้นที่ทางภูมิศาสตร์ที่มีน้ำซึ่งมีความสำคัญต่อวิถีชีวิตและประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
ศุภลักษณ์,ตัวละครหญิงที่เป็นพี่เลี้ยงของนางอุษาในเรื่องอนิรุทธ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เพลงชำนาญ,ชื่อเพลงไทยเดิมประเภทเพลงหน้าพาทย์หรือเพลงที่มีความซับซ้อน,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
แควน้อย,ชื่อแม่น้ำสำคัญในจังหวัดกาญจนบุรีที่มีความสำคัญทางประวัติศาสตร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,เขตปกครองและภูมิภาค,place,historical_spatial
พระไวย,ตัวละครเอกในเรื่องเสภาขุนช้างขุนแผน บุตรของขุนแผนและนางวันทอง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
มือซ้าย,ตำแหน่งหรือบทบาทในการแสดงนาฏศิลป์ที่ต้องใช้ความชำนาญเฉพาะด้าน,ศิลปะการแสดงและดนตรี,บุคลากรและทักษะทางศิลปะ,กลวิธีและสมรรถนะการแสดง,music,performing_arts
อินเดีย,ประเทศที่เป็นแหล่งกำเนิดอารยธรรมและคติความเชื่อที่ส่งอิทธิพลต่อไทย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ภูมิศาสตร์และอาณาบริเวณ,พื้นที่ในคติความเชื่อและประวัติศาสตร์,concept,historical_spatial
สากตำข้าว,อุปกรณ์ไม้รูปทรงกระบอกยาวใช้สำหรับตำข้าวในครก,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
พระแพง,ชื่อตัวละครเอกฝ่ายหญิงในวรรณคดีเรื่องลิลิตพระลอ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
ธงไทย,ผืนผ้าที่มีสีและสัญลักษณ์แสดงความเป็นชาติไทย,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม,จารีตประเพณีและพิธีกรรม,พิธีการสำคัญและจารีตทางสังคม,ritual,ritual_belief
พระคเณศ,เทพเจ้าแห่งความสำเร็จและศิลปวิทยาการในคติพราหมณ์-ฮินดู,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
นางโรย,ชื่อตัวละครหญิงในวรรณคดีหรือบทละคร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
รับสั่ง,คำสั่งหรือคำพูดของพระมหากษัตริย์หรือเจ้านาย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
ละครพันทาง,ละครรำแบบผสมผสานที่นำเอาลีลาท่ารำของต่างชาติมาปรับใช้,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
อุษา,ชื่อตัวละครเอกหญิงในเรื่องอุณรุท หรือหมายถึงรุ่งอรุณ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
พืชพรรณ,กลุ่มของต้นไม้และพรรณไม้ต่างๆ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและพฤติกรรมทางสังคม,จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,community,community_life
ทำนอง,ระบบเสียงสูงต่ำที่เรียบเรียงเป็นชุดในดนตรี,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
ธัญญาหาร,อาหารประเภทข้าวหรือเมล็ดพืช,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,วิถีชีวิตและระบบเศรษฐกิจ,การประกอบอาชีพและโภชนาการ,community,community_life
ชาวเหนือ,กลุ่มคนที่อาศัยอยู่ในพื้นที่ภาคเหนือของประเทศไทย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,อัตลักษณ์ทางสังคมและกลุ่มคน,กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,community,community_life
พญาทูษณ์,ชื่อยักษ์ตัวละครหนึ่งในเรื่องรามเกียรติ์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
พระเอก,ตัวละครชายที่เป็นตัวดำเนินเรื่องหลัก,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,ตัวละครหลักและบทบาทในบทละคร,character,performing_arts
เทพธิดา,เทวดาผู้หญิงที่สถิตอยู่บนสวรรค์,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
ยูเนสโก,องค์การเพื่อการศึกษา วิทยาศาสตร์ และวัฒนธรรมแห่งสหประชาชาติ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต,โครงสร้างสังคมและบุคคลสำคัญ,ฐานันดรศักดิ์และบทบาททางสังคม,community,community_life
สมัยทวารวดี,ยุคสมัยทางประวัติศาสตร์และวัฒนธรรมในช่วงพุทธศตวรรษที่ 11-16,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่,ยุคสมัยและเหตุการณ์สำคัญ,ลำดับเวลาและประวัติศาสตร์การสงคราม,concept,historical_spatial
รำคู่,การแสดงนาฏศิลป์ที่ใช้ผู้แสดงสองคนรำร่วมกัน,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,กระบวนท่ารำและจารีตการแสดง,music,performing_arts
ไทยศิวาลัย,หนึ่งในชุดไทยพระราชนิยมสำหรับสตรีในงานพิธีการ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,พัสตราภรณ์และเครื่องแต่งกาย,ระเบียบการแต่งกายและอาวุธจำลอง,artifact,material_culture
พญาขร,ตัวละครยักษ์ในเรื่องรามเกียรติ์ เป็นเจ้าเมืองโรมคัล,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน,นามานุกรมและประเภทตัวละคร,เทวปกรณ์ อสูร และอมนุษย์,character,performing_arts
การปั้น,กระบวนการสร้างรูปทรงสามมิติด้วยวัสดุอ่อนตัว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง,ประณีตศิลป์และทัศนศิลป์,งานช่างศิลปกรรมและเทคนิควิธี,artifact,material_culture
ละครนอก,รูปแบบการแสดงละครรำที่ดำเนินเรื่องรวดเร็ว เดิมใช้ผู้ชายแสดงล้วน,ศิลปะการแสดงและดนตรี,นาฏยศิลป์และการแสดง,รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,music,performing_arts
เครื่องดนตรีพื้นบ้าน,อุปกรณ์ที่ใช้สร้างเสียงดนตรีตามเอกลักษณ์ของท้องถิ่น,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,เครื่องดนตรีและวงดนตรี,music,performing_arts
เพลงยอดชายใจหาญ,บทเพลงปลุกใจหรือเพลงในระบำมาตรฐานที่มีเนื้อหาเชิดชูความกล้าหาญ,ศิลปะการแสดงและดนตรี,ดุริยางคศิลป์และคีตศิลป์,ระเบียบวิธีทางดนตรีและประเภทบทเพลง,music,performing_arts
